order,y_coordinate,x_coordinate,r,g,b,UK_colors,RU_colors
248,3,0,72,72,72,"['Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Black', 'Purple', 'Gray', 'Gray', 'Black', 'Black', 'Gray', 'Black', 'Gray', 'Gray', 'Black', 'Black', 'Gray', 'Black']","['Серый', 'Серый', 'Черный', 'Серый', 'Серый', 'Серый', 'Черный', 'Лиловый', 'Серый', 'Черный', 'Серый', 'Черный']"
249,3,1,139,27,55,"['Purple', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Purple', 'Red', 'Red', 'Purple', 'Purple', 'Purple', 'Red', 'Red', 'Red', 'Pink', 'Red']","['Красный', 'Красный', 'Красный', 'Фиолетовый', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Фиолетовый', 'Красный']"
250,3,2,139,29,43,"['Red', 'Red', 'Brown', 'Red', 'Pink', 'Red', 'Red', 'Red', 'Purple', 'Red', 'Red', 'Red', 'Red', 'Brown', 'Pink', 'Pink', 'Brown', 'Red', 'Red']","['Коричневый', 'Красный', 'Красный', 'Коричневый', 'Красный', 'Красный', 'Красный', 'Бирюзовый', 'Красный', 'Красный', 'Красный', 'Красный']"
251,3,3,148,8,22,"['Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Purple', 'Red', 'Brown', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red']","['Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный']"
252,3,4,136,37,17,"['Red', 'Red', 'Red', 'Red', 'Brown', 'Red', 'Brown', 'Brown', 'Brown', 'Red', 'Brown', 'Brown', 'Brown', 'Purple', 'Brown', 'Red', 'Red', 'Red', 'Brown', 'Red', 'Red']","['Коричневый', 'Коричневый', 'Красный', 'Красный', 'Красный', 'Красный', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Красный', 'Красный']"
253,3,5,121,52,14,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Red', 'Brown', 'Brown', 'Brown', 'Black', 'Brown']","['Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
254,3,6,109,60,25,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Orange', 'Brown', 'Brown']","['Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
255,3,7,104,63,17,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown']","['Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
256,3,8,99,66,8,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Orange', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown']","['Коричневый', 'Синий', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
257,3,9,89,70,32,"['Brown', 'Beige', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Gray', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Gold', 'Green']","['Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
258,3,10,85,71,30,"['Brown', 'Brown', 'Brown', 'Brown', 'Green', 'Brown', 'Brown', 'Brown', 'Green', 'Brown', 'Brown', 'Green', 'Brown', 'Beige', 'Brown', 'Orange', 'Brown', 'Brown', 'Green']","['Оранжевый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Серый', 'Коричневый', 'Коричневый', 'Коричневый']"
259,3,11,80,73,29,"['Green', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Green', 'Green', 'Brown', 'Green', 'Green', 'Green', 'Green', 'Gray', 'Green', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown']","['Коричневый', 'Серый', 'Коричневый', 'Коричневый', 'Коричневый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Коричневый']"
260,3,12,76,74,29,"['Brown', 'Green', 'Brown', 'Green', 'Brown', 'Brown', 'Green', 'Green', 'Green', 'Green', 'Brown', 'Green', 'Gray', 'Green', 'Green', 'Brown', 'Brown', 'Brown', 'Green']","['Зеленый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Зеленый', 'Коричневый', 'Зеленый', 'Зеленый', 'Зеленый']"
261,3,13,70,76,32,"['Green', 'Brown', 'Gray', 'Green', 'Green', 'Black', 'Green', 'Brown', 'Green', 'Green', 'Green', 'Gray', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']","['Зеленый', 'Коричневый', 'Зеленый', 'Коричневый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Зеленый']"
262,3,14,64,77,37,"['Brown', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Black', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Gray']","['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
263,3,15,46,81,27,"['Green', 'Green', 'Green', 'Gray', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']","['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
264,3,16,33,82,39,"['Green', 'Gray', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']","['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
265,3,17,0,86,45,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']","['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
266,3,18,0,86,55,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']","['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Зеленый', 'Зеленый']"
267,3,19,0,89,60,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Turquoise', 'Green', 'Green', 'Green', 'Green', 'Green']","['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Зеленый', 'Бирюзовый']"
268,3,20,0,86,68,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Turquoise', 'Green', 'Turquoise', 'Green', 'Turquoise', 'Turquoise', 'Silver']","['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Бирюзовый', 'Зеленый', 'Зеленый']"
269,3,21,0,84,75,"['Green', 'Green', 'Turquoise', 'Green', 'Green', 'Green', 'Blue', 'Green', 'Green', 'Green', 'Green', 'Blue', 'Blue', 'Turquoise', 'Green', 'Green', 'Turquoise', 'Green', 'Green', 'Green']","['Синий', 'Синий', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
270,3,22,0,84,82,"['Green', 'Turquoise', 'Turquoise', 'Turquoise', 'Green', 'Green', 'Turquoise', 'Green', 'Black', 'Turquoise', 'Turquoise', 'Green', 'Green', 'Turquoise', 'Green', 'Green', 'Blue', 'Turquoise', 'Green']","['Синий', 'Синий', 'Синий', 'Бирюзовый', 'Черный', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Синий', 'Бирюзовый', 'Синий', 'Зеленый', 'Зеленый']"
271,3,23,0,83,89,"['Turquoise', 'Blue', 'Green', 'Turquoise', 'Green', 'Blue', 'Blue', 'Turquoise', 'Green', 'Turquoise', 'Green', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Black', 'Blue', 'Turquoise', 'Turquoise']","['Синий', 'Синий', 'Синий', 'Зеленый', 'Синий', 'Синий', 'Зеленый', 'Синий', 'Зеленый', 'Синий', 'Серый', 'Зеленый']"
272,3,24,0,83,96,"['Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Green', 'Blue', 'Turquoise', 'Black', 'Green', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Green', 'Turquoise', 'Blue']","['Синий', 'Синий', 'Синий', 'Серый', 'Синий', 'Бирюзовый', 'Черный', 'Синий', 'Синий', 'Серый', 'Бирюзовый', 'Синий']"
273,3,25,0,82,101,"['Gray', 'Turquoise', 'Gray', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue']","['Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Бирюзовый', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий']"
274,3,26,0,81,106,"['Black', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Green', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Turquoise']","['Синий', 'Синий', 'Синий', 'Зеленый', 'Бирюзовый', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий']"
275,3,27,0,79,110,"['Blue', 'Purple', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Gold']","['Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Бирюзовый', 'Бирюзовый', 'Синий']"
276,3,28,0,79,125,"['Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue']","['Голубой', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий']"
277,3,29,0,76,140,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']","['Синий', 'Синий', 'Синий', 'Лиловый', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий']"
278,3,30,0,73,141,"['Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']","['Синий', 'Синий', 'Синий', 'Лиловый', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий']"
279,3,31,55,62,151,"['Blue', 'Turquoise', 'Blue', 'Blue', 'Purple', 'Purple', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Purple', 'Blue', 'Blue', 'Blue', 'Purple', 'Blue']","['Голубой', 'Лиловый', 'Синий', 'Синий', 'Фиолетовый', 'Синий', 'Синий', 'Фиолетовый', 'Синий', 'Синий', 'Синий', 'Фиолетовый']"
280,3,32,80,59,135,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Black', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']","['Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Синий', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
281,3,33,94,53,129,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Blue', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']","['Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
282,3,34,103,49,123,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Brown', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']","['Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
283,3,35,111,45,117,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']","['Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
284,3,36,118,41,110,"['Purple', 'Turquoise', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Gray', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']","['Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
285,3,37,125,36,99,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Blue']","['Фиолетовый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
286,3,38,130,33,88,"['Purple', 'Pink', 'Purple', 'Purple', 'Pink', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Pink', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']","['Лиловый', 'Лиловый', 'Красный', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Красный']"
287,3,39,134,30,78,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Red', 'Red', 'Purple', 'Purple']","['Лиловый', 'Лиловый', 'Фиолетовый', 'Красный', 'Фиолетовый', 'Лиловый', 'Розовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
288,3,40,137,28,66,"['Red', 'Red', 'Purple', 'Red', 'Red', 'Red', 'Purple', 'Purple', 'Brown', 'Purple', 'Red', 'Purple', 'Purple', 'Purple', 'Purple', 'Red', 'Red', 'Purple', 'Purple']","['Красный', 'Лиловый', 'Фиолетовый', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Лиловый', 'Красный']"
289,2,0,49,49,49,"['Gray', 'Black', 'Black', 'Black', 'Black', 'Black', 'Gray', 'Black', 'Black', 'Black', 'Black', 'Black', 'Gray', 'Black', 'Black', 'Gray', 'Gray', 'Black', 'Gray']","['Черный', 'Черный', 'Серый', 'Серый', 'Серый', 'Черный', 'Черный', 'Черный', 'Серый', 'Черный', 'Серый', 'Серый']"
290,2,1,96,17,46,"['Purple', 'Red', 'Pink', 'Purple', 'Purple', 'Red', 'Brown', 'Purple', 'Brown', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Red', 'Red', 'Purple', 'Red', 'Brown']","['Фиолетовый', 'Фиолетовый', 'Красный', 'Фиолетовый', 'Фиолетовый', 'Красный', 'Коричневый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Красный']"
291,2,2,98,17,38,"['Purple', 'Purple', 'Purple', 'Red', 'Red', 'Red', 'Brown', 'Purple', 'Red', 'Red', 'Brown', 'Purple', 'Purple', 'Purple', 'Purple', 'Red', 'Brown', 'Brown', 'Brown', 'Purple']","['Коричневый', 'Лиловый', 'Красный', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Красный', 'Красный', 'Коричневый', 'Красный', 'Красный']"
292,2,3,97,19,29,"['Brown', 'Red', 'Brown', 'Pink', 'Purple', 'Purple', 'Red', 'Brown', 'Purple', 'Brown', 'Red', 'Purple', 'Brown', 'Purple', 'Brown', 'Red', 'Red', 'Purple', 'Purple']","['Коричневый', 'Красный', 'Красный', 'Коричневый', 'Коричневый', 'Коричневый', 'Красный', 'Красный', 'Красный', 'Коричневый', 'Красный', 'Красный']"
293,2,4,87,32,26,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Purple', 'Red', 'Purple', 'Brown', 'Red', 'Brown', 'Brown', 'Black']","['Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
294,2,5,76,40,29,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Black', 'Brown', 'Brown', 'Purple', 'Brown', 'Brown', 'Brown', 'Brown']","['Коричневый', 'Фиолетовый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
295,2,6,74,41,23,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Black', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Red', 'Brown', 'Brown', 'Brown', 'Brown']","['Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
296,2,7,71,43,18,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Black', 'Green', 'Brown', 'Black', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown']","['Черный', 'Фиолетовый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
297,2,8,60,47,33,"['Brown', 'Gray', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Black', 'Brown', 'Brown', 'Brown', 'Black', 'Brown', 'Black', 'Black', 'Brown', 'Brown', 'Brown']","['Коричневый', 'Коричневый', 'Коричневый', 'Синий', 'Коричневый', 'Коричневый', 'Черный', 'Черный', 'Серый', 'Коричневый', 'Черный', 'Коричневый']"
298,2,9,58,48,32,"['Brown', 'Brown', 'Brown', 'Brown', 'Black', 'Brown', 'Black', 'Black', 'Brown', 'Brown', 'Brown', 'Brown', 'Black', 'Black', 'Black', 'Gray', 'Brown', 'Brown', 'Brown', 'Brown']","['Черный', 'Черный', 'Коричневый', 'Серый', 'Коричневый', 'Коричневый', 'Черный', 'Коричневый', 'Черный', 'Коричневый', 'Коричневый', 'Коричневый']"
299,2,10,56,49,32,"['Brown', 'Gray', 'Black', 'Black', 'Black', 'Black', 'Black', 'Gray', 'Brown', 'Black', 'Brown', 'Gray', 'Brown', 'Black', 'Gray', 'Brown', 'Brown', 'Black']","['Черный', 'Черный', 'Черный', 'Серый', 'Серый', 'Коричневый', 'Коричневый', 'Зеленый', 'Черный', 'Серый', 'Черный', 'Коричневый', 'Коричневый', 'Коричневый']"
300,2,11,53,50,32,"['Black', 'Brown', 'Brown', 'Green', 'Gray', 'Gray', 'Brown', 'Black', 'Black', 'Brown', 'Black', 'Black', 'Black', 'Gray', 'Brown', 'Gray', 'Green', 'Brown', 'Brown', 'Gray', 'Black', 'Green']","['Серый', 'Серый', 'Коричневый', 'Черный', 'Черный', 'Черный', 'Серый', 'Серый', 'Коричневый', 'Зеленый', 'Коричневый', 'Черный']"
301,2,12,51,50,34,"['Black', 'Gray', 'Black', 'Green', 'Gray', 'Gray', 'Brown', 'Brown', 'Gray', 'Gray', 'Black', 'Brown', 'Gray', 'Brown', 'Gray', 'Black', 'Black', 'Brown', 'Brown', 'Gray', 'Brown']","['Черный', 'Серый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Черный', 'Черный', 'Серый', 'Черный', 'Серый', 'Черный']"
302,2,13,48,51,36,"['Black', 'Green', 'Black', 'Gray', 'Gray', 'Black', 'Green', 'Green', 'Green', 'Brown', 'Gray', 'Black', 'Black', 'Black', 'Gray', 'Green', 'Black', 'Green', 'Gray', 'Black']","['Серый', 'Серый', 'Коричневый', 'Серый', 'Коричневый', 'Черный', 'Черный', 'Серый', 'Черный', 'Серый', 'Коричневый', 'Черный']"
303,2,14,46,51,38,"['Black', 'Black', 'Black', 'Gray', 'Green', 'Black', 'Green', 'Gray', 'Black', 'Black', 'Black', 'Gray', 'Green', 'Gray', 'Green', 'Brown', 'Black', 'Brown']","['Коричневый', 'Зеленый', 'Серый', 'Черный', 'Черный', 'Черный', 'Зеленый', 'Черный', 'Серый', 'Серый', 'Черный', 'Черный', 'Серый']"
304,2,15,34,55,26,"['Green', 'Green', 'Green', 'Black', 'Green', 'Green', 'Green', 'Green', 'Black', 'Black', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Black']","['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Черный', 'Зеленый', 'Зеленый', 'Черный', 'Зеленый', 'Зеленый', 'Зеленый']"
305,2,16,28,55,32,"['Brown', 'Green', 'Green', 'Gray', 'Green', 'Green', 'Black', 'Gray', 'Green', 'Black', 'Black', 'Green', 'Gray', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']","['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Серый', 'Зеленый', 'Черный']"
306,2,17,22,56,38,"['Gray', 'Green', 'Gray', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Black', 'Green', 'Green', 'Green', 'Black', 'Green', 'Green', 'Green', 'Green', 'Green']","['Черный', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Черный', 'Зеленый', 'Зеленый']"
307,2,18,0,59,38,"['Black', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Black', 'Green', 'Green', 'Green', 'Blue', 'Green', 'Green', 'Green', 'Green', 'Green', 'Black']","['Зеленый', 'Черный', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Зеленый']"
308,2,19,0,59,43,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Black', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Black']","['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Серый', 'Зеленый', 'Черный', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
309,2,20,0,59,47,"['Green', 'Gray', 'Gray', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Blue', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Black', 'Green']","['Зеленый', 'Черный', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Коричневый', 'Зеленый', 'Зеленый', 'Черный', 'Зеленый', 'Зеленый', 'Черный', 'Черный']"
310,2,21,6,56,51,"['Turquoise', 'Black', 'Green', 'Green', 'Blue', 'Green', 'Green', 'Green', 'Green', 'Black', 'Green', 'Green', 'Blue', 'Blue', 'Turquoise', 'Green', 'Green', 'Gray', 'Gray', 'Gray']","['Черный', 'Черный', 'Черный', 'Зеленый', 'Серый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Серый', 'Зеленый', 'Зеленый']"
311,2,22,2,56,56,"['Black', 'Green', 'Black', 'Green', 'Green', 'Turquoise', 'Gray', 'Green', 'Black', 'Green', 'Turquoise', 'Blue', 'Turquoise', 'Green', 'Blue', 'Green', 'Gray', 'Green', 'Black']","['Синий', 'Серый', 'Бирюзовый', 'Зеленый', 'Синий', 'Черный', 'Черный', 'Зеленый', 'Синий', 'Черный', 'Зеленый']"
